text,label_raw,stars,char_length,word_length
"over-hyped TGI Fridays.\n\nAte here on a business dinner while in Phoenix.  It was not a memorable experience and I would recommend that anyone considering going here takes a look at anywhere else nearby.  Five-Guys burgers would be a better bet.\n\nSorry, not a place I would like to return to",1,2,294,49
"This is for Deb:\nI drove to the box that talks back.  I ordered a Quarter Pounder with cheese meal.  With a Diet Coke.  Yeah, I drink Diet.  Not because I think it will even out the bad of the meal, simply because that's what I drink.\nI got my food quickly.  I barely remember eating it and gave the last few bites of my burger to the dog, along with a few fries.  The fries were good.\nThe ice in my cup was really, really cold.",1,2,431,84
Great food and great service!,3,4,29,5
"A company that used to have great customer service and on-time flights that has deteriorated to unacceptable levels. I used to fly them almost exclusively but wondering if your plane is going to arrive with each trip forced me to switch. And anytime you had to talk to someone good luck...they always seemed annoyed when dealing with customers. That was 2 years ago. \n\nAdvance to 2014 and I have some miles left that if I don't use I forfeit. So I decided to take a trip to Vegas. The flight out was only a few minutes late - not bad. The return flight? Well I'm still waiting to get home and I'm on standby for the next 2 flights - both of which are oversold. Tried to work with an agent to see that my options were and rudeness and lack of empathy don't begin to describe her behavior. Never even an apology - no service recovery attempt at all. I've written to their customer service department and will update this review when/if I get a response. \n\nSo this will be the absolute last time I use this airline and gladly so. Even a \""free\"" trip using miles isn't worth the way I've been treated today. \n\nUse a competitor - you'll be better off. Good luck out there.",0,1,1174,218
"I'll start off by saying this place is adorable - a converted craftsman now a restaurant. The fireplace, the beautiful windows, a stained-glass divider between adjoining rooms, the entry foyer off the porch, etc. I had a warm feeling about the place.\n\nUntil we sat down. \n\nThe dining room is one small and very \""open\"" room, so sound does travel all too well. Sitting directly behind my dining companions was a girl with an incredibly loud laugh that sounded like she was being stabbed. I felt that our table was in the middle of a thoroughfare - similar to the table directly next to us. It was hard for servers and other patrons to squeze by, presumably to go to the bathroom  - which I didn't go looking for myself but which sounds hard to find based on other reviews.\n\nI watched with confusion as the table next to us, with their food on the table, was asked to stand up so their entire table could be moved three feet to one side. I don't know who requested this move (the server or the patrons), but I thought it was odd that it didn't happen until after food was served.\n\nOn to the menu.\n\nEverything sounded excellent on paper. And I get that they are trying to capitalize on Charlotte's current obsession with \""wine\"" and all things related (ie. wine tasting, wine pairing, wine bars, wine cultchah, etc.) This confused half-Frenchy half-Southern menu may just need to pay more attention to its audience. If you're supposedly a comfort food bistro, then part of that comfort should come from consistently good service and consistently prepared dishes. \n\nIt seems Lulu needs to know where her bread is buttered. \n\nMy friend ordered a dish he has ordered frequently (something with shrimp), but was surprised to see it come in a soup bowl full of watery liquid. He looked at his wife and said, \""It's usually not served like this - isn't it supposed to be much thicker?\"" \n\nOur coffee sat unfilled after one teeny tiny (read: French?) sized cup, and my friend's special of the day omelette was good but not great. My omelette and bacon were not very flavorful, but I did like my other side item - something cleverly called \""morning fries\"" which were really the old pomme frites redone the morning after with some really good spices (garlic, peppers, mmmm).\n\nWhen in Rome, or is it France, or is it the New South?....\n\nI should have had a mimosa.",2,3,2375,413
"The burgers here were good but not stellar. I had a chicken burger with brie, smoked bacon, and shallots, while my friend had the \""le classique\"" beef burger with brie and some other toppings that have slipped my mind. All burgers come served with lettuce, tomato, red onion, a pickle, and your choice of house-baked bun. We also ordered a french fry sampler of skinny and waffle fries. The fries were outstanding--perfectly crispy and seasoned, with no greasy residue. The mistake we made was that we ordered a sampler, when one order of fries is more than enough to feed two people with average appetites. Our server was Nicoletta and she was very friendly and provided excellent service. The price was reasonable, and they have great Happy Hour specials. Would we go here again? There's a slim possibility, but there are so many great burger joints in Las Vegas, this would be on the bottom of our list. In the future, come here for the Happy Hour specials and the french fries. They also have lots of flatscreens, so this would be a good option for those who want to watch the game over a beer.",2,3,1099,196
"overpriced over-the-counter candy.  also, my daughter saw the hello kitty pre-packaged candy (she's 2 years old) and started fiddling with the containers. not banging around, not throwing.  she would take them out of the box then put them back in.  yes, it's probably mildly annoying. but she's 2, and it IS a candy store. \nemployee came and reprimanded her.",0,1,359,59
I went to this place while traveling in the Quebec area and had EXTREMELY rude service. I arrived here at 11 sharp which I thought was when they opened. The door was open and I was able to see the workers in the kitchen. I did not go inside but was standing on the doorstep. A young woman who looked like the owner said something to me but I wasn't able to hear because the restaurant was right next to a busy street. I asked the woman again and she answered that they open at 11 30 very rudely with an angry expression. Of course I did not go back to the place again. They might have good food but the most important thing should be respecting customers.,0,1,655,128
"I know this is a place for seafood but trust me, the bone in ribeye is one of the best in the valley and yes, I've been to Ruth Chris, the steakhouse at Circus Circus and SW Steakhouse at the Wynn. \n\nMy server James definitely knew the menu and suggested some great items but for the most part, all of the servers are friendly, attentive and know the menus and the sommliers know their wine.  I've been a loyal customer for a few years now and dine in this place for lunch and dinner about once every four months. \n\nFor appetizers, I like the huge grilled Madagascar shrimp with the lemon sprayed on it. When the stone crab is in season, it is always good to order, especially because it gives you an excuse to get some of that tasty tartar/mustard sauce it comes with. \n\nThe place has a front section that is casual but a back dining area for more intimate settings as well as an upstairs area for private parties. They touch all the bases.",4,5,947,177
"This is my new favorite pizza restaurant. I must say the pizza is better than Metro. The pizza is very d-e-l-i-c-i-o-u-s. It doesn't have that fake cheese taste. As I am writing this review, my boyfriend is considering picking up pizza from here. We eat here at least once or twice a week. My favorite the cheese pizza, great price. Highly recommend trying this place out. Spread the word about this restaurant.! You definately will not be disappointed.",4,5,453,78
"Cornbread Update:\n\nI think they must have tweaked their recipe, because I tried a piece of the vegan cornbread again and it was perfect. Thanks, Weary Bakers!",4,5,160,26
"Was here last night for a Family Soft Opening. This used to be Carmine's but was gutted and looks great. Plenty of TVs to watch the game. \n\nThe food and drink selection was excellent. The \""Mad Mule\"" was a great cocktail. Food was excellent, very large portions. I enjoyed the Chicken Salad and it was delicious. \n\nI have high expectations for this bar. Hopefully becomes the new local spot!",3,4,396,69
This company rocks! We had no worries knowing they were caring for our pooches. They were diligent and detailed with their care.  We will definitely use them again and our dogs look forward to it too!,4,5,200,36
"I got a deal from Priceline but it's still expensive for what it's worth.  The guest room that we are in is really no different than what you might get at three star hotel.  The front desk and and receptionist aren't too friendly. The check-in process was disorganized. The room itself is older.  There is limited furniture and you can hear everyone in the hall.  The bed is comfortable though with clean sheets and a comforter that gets washed just as often. \n\nThe first room we were assigned to the key cards didn't work and people were making all sorts of crazy noise at noon across from us.  They moved us to another floor with working key cards.  The elevator setup seems efficient to regulate flow of traffic and the rooms are spaced well from the elevator. \n\nThe best perk about the room is the semi-large flat screen TV and the pretty bathroom tiles. The water pressure is very strong, too.  There is also a nice magnifying mirror, but in general the bathroom is small. \n\nMajor cons are small room and bathroom size, dated look, marked up walls, old furniture, no ice bucket, no fridge, no water heater, limited sink space.\n\nThere are a lot of on-site amenities... restaurants, food courts, and more. Also, this hotel is directly next to 24 hour CVS and Walgreens if you need anything. \n\nWe are only here one night in December.  We didn't use the pools.  I remember being here about 9 years ago and I liked the pools. Looks like the decor hasn't changed since then.\n\nAlso, the WiFi is spotty.  My iPad didn't pick up any connection but my MBP did.\n\nWe leave tomorrow night. I may write when our stay is finished. As of now my opinion is that it's a decent hotel, but more of a 3-star quality and overpriced for what it's worth.",2,3,1749,311
"Love a good local beer, this is the place to stop and shop.  The 7th street public market is complete with vendors and a great place to enjoy lunch, grab a few unique things and enjoy time with friends and family it's got something for everyone. \n\nNow Tank's Tap is a new favorite, great local beers on tap and plenty of other craft beer in the fridge. Staff is fantastic and oh so friendly, grab a beer and order something to eat at one of the great lunch spots and they will bring your order over to you at the bar. \n\nSports fan no problem games are on the TV, just a fun spot all around to enjoy a break. Oh and their growler fill system keeps your growler fresh for 2-3 weeks.  Love this place!",4,5,702,136
"If you are looking for an new Optometrist or need new glasses, please check this place out. The entire staff is very friendly, professional, and helpful. There is an small yet perfect selection of frames, so it does not feel like a glasses factory. I care about the Earth and this place is one of the few in the area that carry eco-friendly frames from Eco and Drift. I highly recommend the establishment and will go no other place for my eye care. Thank you to all the staff at Eyecare Plus. Keep up the great work!",3,4,516,97
"Ok, this place can get pricey quick, but if you know how to get \""bang\"" for the buck like me you'll be ok.  My friend and I got the Veggie sandwich with extra roast beef.  I really need to invest in a real camera, because what we got was a 5 star Roast beef sandwich for 15 bux.  With Coffee and cake we were under $30 bux for the both of us.  I will say this....if you eat more food than what came out you really need a diet.  It was MORE THAN enough.  Split your food here as its just too much for one person and you don't want to take leftovers back with you do you?  Great sammy, half sour pickle with decent coffee.  Geez the chocolate cake is good.  Fries mehhhh.",2,3,670,134
"I can't say enough good things about this vet! I used to go to another vet out in Gilbert, but needed to find a closer vet when I moved to Queen Creek. I did a ton of research because I've heard many bad things about some of the vets out here and I found Animal House through that research. They have been amazing with both of my dogs. Both vets have been the most caring, loving vets I have ever met. Dr. Anderson has frequently offered lower cost options for treatment instead of just suggesting the most expensive thing out there. She even offered a follow up visit for free after treating my over active dog for tearing his nail off. My only complaint is that the last time I was in I spent a ton of money on allergy medication and was told later by friends that other vets have suggested to use Benedryl instead of paying exponentially more for the prescription. But, I don't know if they have good reasons for that and I didn't ask so take that opinion with a grain of salt. Love them anyway and will continue to use them over and over again!",4,5,1048,200
"Another Food Network find.... \n\nSupposedly the best thing cheesy \""Chef Beau\"" ever had was the onion soup from here..... In looking at Zinc it boasts some local awards for its French cuisine... I am on vacation sure why not. \n\nService Stellar. Frankie was super funny, polite and ensured we felt like we were his only table. \n\nThe food: \nI did get the onion soup and it was good.Yes the crispy gruyere was yummy and the soup was good but not the best I have had....HOWEVER the scallops were probably the best I have had in a while. I got the scallops with black lentils and mustard cream... I give those two thumbs and a snap around the world. They were perfectly seared, sweet, buttery and huge. The lentils were firmer than I am used to but not unpleasant. The mustard cream was a perfect topper. We also got the parma/truffle fries were good. The fries were not greasy, crispy and the aiolis that accompanied them were a good complement. The curried chicken sandwich was well liked by my boyfriend. Other things ordered at our table: duck confit sandwich, chicken salad and house fries.  \n\nOverall: great place to grab some lunch, excellent service, don't believe the hype about the onion soup.",3,4,1207,210
"Really enjoyed our dinner here with my wife. Is it pricey, ya... But that shouldn't come as a surprise. I had the seabass which was GREAT. Wife had the filet which was good. We got two sides fried Mac and cheese and cream spinach(probably should have only gotten one since we were both stuffed) but both were great so not sure which I would have chosen if I could only choose one! The place they really get you is on liquor. Two drinks was $26 so drink before you go in!",4,5,470,91
"The trunk space is a semi-good place to see live shows. I have noticed that they seem to follow a strict genre of music. Keeping more to popular-punk but still underground-emo for mostly high school kids, but also like bands that cross this genre with experimental types as well. One thing about the Trunk Space, NO AC!! Damn that place is hotter than a steam room. If you like to be crowded in a small room with emo kids, welcome to the Trunk Space.",1,2,450,84
"2.5 stars\n\nWhere can I find good Hawaiian bbq in the Tempe area?  Anyone?  I looked up this place a few weeks back and trekked across town to try it... the end result was, it was ok.  After a entree, musabi and drink, the price was too high for what this is.  And other than the macaroni salad (which I loved) the food was average.  If it was average and cheap, I'd come back.  Or if it was pricey and delish, I'd come back.  As it is now though... I probably wouldn't make the drive again unless I absolutely cannot find any other place to get spam musabis. lol\n\nProlly won't see ya there.",2,3,594,112
"Went climbing here about 4 months ago and used their rented shoes.... Left with a minor blister-like object on my 2nd toe and to this day I still have it.... if you can, BRING YOUR OWN SHOES... unless you want some nasty looking growth on your toe :/",0,1,250,48
"Disillusioned.\n\nThe food while good, but tried to do too much with the palate.  I had the Monte Cristo and while I applaud the use of brioche to make a turkey sandwich...I really wish they wouldn't have drizzled the syrup all over it.  At that point either make it an open-faced item or keep the drizzle so it can be eating without sticky fingers.\n\nThe ambiance was pretty nice, I did enjoy the decor.  The service was a little overflowing in the repressed attitude department.  We all have bad days or rough patches...but seriously...when your body language clearly establish we're not worth your time it REALLY detracts from the eating experience.  In general, I find it really uneasy when the waiter (or waitress) roll their eyes if the entire party chooses to drink water ... newsflash it's just being healthy and not necessarily cheap...so don't act like \""there goes your tip.\""\n\nI probably wouldn't go back unless it was with a group of friends that were fans of the place.  If I did go back, it would give me a chance to taste something different, but I would rather spend my money elsewhere.\n\nMaybe it'll be better next time.",1,2,1142,195
"one extra star because they are consistent, well priced and chicken tempura and chicken teriyaki are tastey. this is my go to spot when i want something cheap and \""asian\""",3,4,172,30
"They refused to put air in my tires that were purchased there, they tried some scare tactic that tires would explode or some BS, this is a Cadillac that is only driven to the grocery store by my 86 y/o Mother. \nI took it to Fletchers, no problem.  I will never use Discount Tires again. Beware!!",0,1,296,56
"We've eaten at Arriba a few times now.  I really don't care for their food, and service is slow more often than not.  The first time we went we were there it took a good two hours!  And that's not because we're slow eaters.  We did stop in for happy hour last week though, and although their margaritas aren't the greatest, they're decent enough!  They ofter a 12 oz. house margarita for .99 or a 24 oz. grande for 4.99.  Why people would pay five times as much for a marg twice the size, I don't know.  We each had three .99 margs, ate the chips, salsa and bean dip and our bill came to 5.94.  $6 and I left with a full stomach and a buzz.  Nice!",1,2,647,128
"Brunch was amazing. Mexican with a French style of cooking. I had the chicken and waffles. Nothing like Roscoe's, but still amazing in a different way.",3,4,151,26
What a rip off!  Ordered Margarita and they scammed me for premium tequila and when approached...they said too bad you drank it you pay for it!    Too bad restaurants have to price gouge to make their numbers.   I won't be back.,0,1,228,41
"When that craving for some food from the island hits, there's no escaping it.\n\nIt's a hunger like no other. Luckily, over at Island Flavor, they give some of the largest portions that I have ever seen. It's like Hash House A Go Go-portions for Hawaiian Cuisine, except the food here is actually good.\n\nThe place was a bit on the empty side around 11am on a late Saturday morning. Seeing an empty place on a weekend always leaves me a bit hesitant to eat somewhere. But, I had a gut instinct telling me to eat here anyway. I'm glad I did. Here's what we went with:\n\nFried Rice Omelet - When this dish is served to you, it looks like a majestic mountain pile, capped at the peak with a generous amount of scrambled egg. Along with it, comes three giant pieces of Portuguese sausage, nestled around the edges of the plate. The fried rice, packed underneath, has to be some of the best fried rice that I've ever had in this town. It had a bit of a unique sweet flavor to it, mixed in with some small bits of diced pork. I'm pretty sure this serving was good enough to feed 3-4 people. I stared at this modern marvel for a few seconds before I dug in. It was beautiful sight.\n\nLoco Moco - Another heavily portioned dish with a likewise amount of brown gravy, to boot. I sampled a bit of it. Not bad! the hamburger patty included with it was humongous, as expected. Loco Moco is much too heavy a dish for me to conquer on my own. I'd probably come back for this if I wanted to drown a day of depression in gravy.\n\nHuge portions, great flavors, friendly staff.. there's isn't much more I could want in a restaurant.",4,5,1618,301
Typical Cap's right next to my place so it's convenient.  The staff are actually nice...shocking I know!,3,4,104,17
"The food was great, but the service was horrible. \n\nThis was our second time there and compared to our firs visit, this was completely opposite. The waitress seemed as if we were a hassle and at one point I felt like i should apologize for coming to eat there. Is it really that big of an issue to get me some ketchup or some extra napkins. \n\nThe menu was amazing for all seafood lovers, but I would definitely think twice before recommending it to a friend.",1,2,462,86
I love this location but the inside was crowded and other customers bumped me as they walked by. I'm used to the Baristas asking for my name after I place an order and this time they didn't ask for my name and someone almost walked off with my drink. Oh~~ hell nah!,1,2,265,52
One of the best sushi places i have ever been to in my life!  This is honestly not an exaggeration as I tend to do that at times.  I was only in Vegas for three nights and I came here two out of the three.  Highly recommend and absolutely everything we ordered was amazing.  There was a special crunch spicy roll that was to die for.,4,5,333,66
"I've always wanted to see the Lion King on stage since I've always heard good things about it from friends. I loved the movie and I suspect there wouldn't be anything I'd dislike about this show.\n\nThe opening was simply marvelous with all the colors, costumes, choreography tied together with the music. It brought me back to when I was 8 years old again. I loved it! But as the show went on, I began to realize that it was too much like the movie. It left no excitement for me since I already knew what was going to happen. Aside from some small minor changes, it was like watching the movie again.\n\nThe theater was cramped and the snacks were ridiculously expensive. Was it me or did the small bag of $4 \""gourmet popcorn\"" taste dry as if it's been bagged 5 days ago?\n\nAlthough I would've liked to see a little more difference between the movie and the broadway, I thought the show was a good show. The Lion King is a great story and told wonderfully whether through a movie or a broadway show. All in all, I am glad that I was able to catch it before it's cancellation and I think that anyone who's a fan of the Lion King should, it's worth it.",3,4,1154,216
"DH and I were in Vegas for our annual trek and decided to snag some tix because Garrett himself was appearing.  For some reason, I thought he would be funny. I have been to other comedy clubs in vegas, atlantic city, and pittsburgh and usually walk out tired from laughing so hard.\n\nthis time - not at all.\n\nif you think Garrett making fun of stereotypes is humorous, maybe this is your kind of show. after the 15th gay joke about sex and why he could not accommodate that kind of sex physically (really how many times can you say \""i can't ------, i got problems with the old dumper as it is\"" before it is not worth a laugh???) , he moved on to the asian women in the audience. then he moved on to the older folks and just decimated them before moving to the african-american in the audience who just happened to have a white date which gave him more jokes to make. there were no muslims in the audience so i think that part was just part of the regular routine.\n\n i don't know, i think i left the butt and boob and tiny penis and  oral sex humor back in college - and really it was maybe only funny once or twice.\n\ni suggest checking him out on you tube if you are at all unsure about his style of humor before buying your tix - i wish we had.....\n\noh - just as a side note - when garrett came out for the third time, i decided to escape to the ladies room to avoid his third monologue only to find a couple having sex in the ladies room - sigh - i can't decide if all that butt talk got them hot or they were bored as well.....\n\nnext time, i will stick to the comedy up the street ;)",0,1,1599,312
"WOW! Everything we ordered was so fresh and awesome. We wil return here again. We ate here before seeing Le Reve'. AS the show was wonderful, so was  Red 8.\n\nService was so exceptional. It is one of the best Asian we have eaten, in Las Vegas.",4,5,244,46
"UA Theaters have had it! Why do they keep this place open? Its run down, out of date and well, architecturally ugly! Oh yeah, this is the place that looks just like Space Mountain at Disneyland.. though the only thrill you'll get from here is when they finally bulldoze it down! \n\nThey really should put a Harkin's there where there outta be one!",0,1,348,63
"We've been here several times. All I can say, is if there is a Sooners game on don't come here.  You will not be happy.  Went with hubby to have a nosh and a beer and we were overwhelmed by the 'group.'  When I said something to the hostess that seated us she said,\"" Well it is a sports bar.\""  Granted, but they do have a restaurant to this sports bar which I should be able to sit at and hear my husband speak to me without yelling.  Food is okay, but overpriced for what they give you.",1,2,489,98
"Yoga Pants is amazing! WOB you have to get these guys back in here again. They only take requests... They have a keyboard and drums... Fire drill. Both guys play and sing, absolutely awesome ! You guys rock loved every minute if it!",4,5,232,43
"Probably the worst resort- casino stay. \nUpgraded room was smoking room. :(\nValet parking the car was a nightmare almost every nite. Food at raffles so awful. Tried it 2x. Cking out the worst ever. Uncaring, and uninformed. \nThe room was suppose to be renovated. Not. The only toiletries were shampoo, conditioner, lotion. No newspaper. \nThe pool....agh, what pool?? This is thanksgiving weekend. Open up a bigger pool please. Geeze. And no one seemed sorry or to care. Seemed like the workers didn't like it there either. \nWe go to Vegas 2x a year and always have a memorable stay. This time, the memory is negative towards this Casino. \nObviously never again. \nLow class place now.",1,2,690,115
"This is the second time we have tried this place, trying to give it a second chance.  NEVER AGAIN :-/  The food is bad and the service sucked :-(  I am actually normally nice and try to be nice in my comments but I have nothing positive to say about this place. The only positive is that I will never have to eat there again :-)",0,1,328,66
"So, one of my Meetup groups had an outing planned here that I wasn't able to make but the name intrigued me.  Automatically I started thinking that I don't know if I would want to eat at a place that eludes to anything that is gastrointestinal related.  However, my curiosity continued to get the best of me despite the name, so I checked out the website.  I was impressed with what I saw.  I'm a crazy picky eater so there are some dishes on the menu that you couldn't pay me to try, but there were also several that excited my stomach.  I'm a music junkie so I became even more excited when I read that different local DJs hit the ones and twos every night!  I said to myself, \""Self, we are so going to Soul Gastrolounge!\""  \n\nOne of my friends and I met up there on a Friday night around 9:00 and the place was packed!  There's a really cool outdoor patio that overlooks the street and inside is dimly lit and full of a laid-back, eccentric vide.  I thought to myself, \""I've found where I belong (tear, sniffle, sniffle).\""  My friend and I were told that we would have an hour and 15 minute wait, which normally would've sent us packing but we were fully committed.  So, we chose to wait at Twenty-Two (check out my review) which is right below S.G.\n\nWhen it was time for us to be seated we were lead to a bar right by the DJ booth (who was awesome btw).  Our server came by in a matter of seconds to take our drink orders and then we perused the menu.  Since I had already looked at it online I decided to order the Soul Wings (I wasn't feeling as adventurous that night but trust me I'll going back to try oh so much more.) and the french fries with garlic-herb salt, pecorino & truffle oil.  The wings were okay but I loved the fries.  Our server came back to check on us several times throughout our stay and was pretty darn amazing.  \n\nI'll definitely be back here.  The food options are just about limitless, reasonably priced and the service was awesome.  I say \""YES\"" to Soul Gastrolounge and you should too!",3,4,2029,379
"We stopped in here last weekend for a quick bite before meeting friends.  The restaurant itself is cool, hip and modern.  Service was very good too.  \n\nThe real issue was with the food.  We ordered the mac n' cheese and the sliders.  Both were incredibly underseasoned.  I think the food has potential but I'm wondering if they had a substitute cook that day.",1,2,361,63
"I wish I could say that Tasty House was both tasty and delicious but sadly, I didn't even get to eat my meal.\n\nWe place a delivery order via phone at 6:30 and they told us 40-50 mins....no big deal. \n\nAt 7:30, the driver called because he was lost.  I gave him the gate code and he said he was okay.\n\nFast forward a bit, after over 15 phone calls between me, the driver and the restaurant, it is now 8pm and we still don't have our food.  The driver is clearly lost, I have no idea where he is and since he doesn't speak very good English, he has no way to tell me where he is.  \n\nI called the restaurant to let them know that he's very lost and at this point we just want to cancel our order, get a refund and go somewhere else.  The man on the phone kept telling me to \""hold on\"" so he could contact the driver and kept insisting he was \""5 mins\"" away.  At this point, our food would have been so cold it wouldn't have mattered.\n\nAfter I finally told him I didn't want to wait anymore and just wanted a refund, he told me I would have to wait for a delivery drive to bring me cash back...apparently he didn't know how to configure a refund.\n\nWe ended up driving out of our way to go and get the cash back because we didn't want to deal with the charge back.\n\nTurns out they had entered my address incorrectly into their system which is why the driver was completely lost...although I had repeated my address several times and never heard them admit an error.\n\nI would never recommend this restaurant to anyone and I have never had such a poor experience as I have had tonight.",0,1,1596,302
"This place was so chaotic and is in need of more employees (preferably non hippies /hipsters)\nWe waited in line for 15 for a table (plenty of empty ones just no one was around to seat us) Once we were seated we waited another 15 minutes before someone came over and the only reason they came over is because another customer acknowledged that we arrived before him and his family (Thank You Kind Sir ). They stop serving brunch at 11:30 so we needed up ordering sandwiches Tuna for me and Chicken Salad for KP. The portions are HUGE and the sandwich itself was ok. I was more a fan of the bread it was very good. I also tried a cassis soda which was try refreshing. Sandwiches are usually not my go to hangover food but it helped and this places was dangerously close to our apt. After tax and tip it came out to be about 13 each. We had to pay in the front and waited about 10 minutes to do that I wish you could deducted your time being wasted from the cost of your meal,\nI probably wouldn't rush back here but brunch gets stellar reviews and a friend of a friend swears by it every time he's in town so next time maybe ....",2,3,1128,218
"Service - Kind of hit or miss. No big incidents as far as I remembered.\n\nFood - Flavorful I will say. Right sized servings (not too big or small). Pho broth is not salty but still retains goof flavor. They do not skimp out on herbs for your pho.\n\nPrice - Reasonable.\n\nI am taking a star out because they close at 10PM. If this place closed at 12MN, easy 5 stars for me.\n\nHad breakfast here today. Got number 13 pho, spring rolls, and hot vietnamese coffee (very strong drip coffee with condensed milk. need a caffeine fix? try this.)\n\nI will have to agree with one of the previous reviews... comparing Jenni Pho and this spot, Jenni's flavor/quality somehow went down... Or this place is WAAAAYYY better.",3,4,714,124
"First, let's get this clear: Los Dos is *not* a \""Mexican\"" restaurant.  It is \""New Mexican.\""  So if you're expecting whatever your idea of Mexican food is, you'll be confused and disappointed.  No soft tacos, no fish tacos, no big piles of tomato and lettuce with a side of sour cream.  Even the chips and salsa are different--the chips are thicker and crunchier, and the salsa is thin.  And there is no *mild* salsa.  \n\nI do not recommend this place for vegetarians,  nor is it for folks who don't like spicy food.  I also do not recommend their margaritas, unless you're okay with paying 10 bucks for a weak, too-sweet drink--to be fair, I like my margaritas the real, old-school way: tequila, triple sec, lime juice.  That's it.   But beer lovers should find something they'll like.\n\nIf you're smart, you'll steer clear of the pedestrian fare on the a la cart and combo menus and order from the \""chef's specials\"" section.  I highly recommend the chile relleno with adovada and the chile plate with machaca.  Of course, you can customize several of the dishes by selecting whichever meat you want--chicken, adovada, machaca, etc. The only non-spicy option here is the carnitas, which I never order because I love the adovada too much to pass up on it.\n\nThe plates come with beans (very good) and rice (okay), and the servings are huge. The tortillas served on the side are thick, chewy and the perfect vehicle for sopping up all the spicy, gooey goodness on your plate.  I always end up needing a to-go box, which I invariably send home with my partner--one \""cheat\"" a week is plenty, thanks!\n\nThe servers have always been friendly on my visits.  Last night, we had a very sweet young man who was as attentive as we would want.  The kitchen and the bar can be slow, though.  So don't expect to get in and out quickly.  The only thing that I totally disapprove of is the way the bill is sometimes presented.  Depending on how busy they are, sometimes the waiter brings you an iPad sort of device, and then stands there while you sign your bill.  I don't have an issue with going digital.  My problem is that the screen basically demands that you select from one of three pre-set tip amounts--I think it's 18, 20 and 22%.  I find that incredibly tacky, presumptuous and very awkward, since the server is standing there, waiting for you to finish with the device. \n\nSo I hope that the owners of this location are listening: Some of your guests may not know how to calculate a tip, but please don't insult those of us who do.  Do not impose upon our judgement of the service.  If you're *really* worried about your servers being screwed over by angry/cheap customers, make sure your employees do their jobs well, and/or pay them better.  Thanks.",3,4,2759,482
"All male employees are required to have the spiky, messy, moussey hair look in order to keep their jobs. Apparently. It kills me. It's like attack of the retail clones. And the men's department isn't much more inventive. It's like the Greg Norman collection threw up all over. Kinda like dad golfing clothes meets 18 different kinds of various polo style shirts. Now, the men's shoe department....when they have sales....is toe tappin' fun. Great shoes and great deals. Consciously disheveled hair man (with the funny mustache) is the most helpful. Love the piano playin, especially around the holidays. Very New York. But the men's department? I have better luck at Macy's.",2,3,674,111
"Pretty standard sheetz store. The parking lot is kind of confusing, not real easy to get in and out of. I ordered two wraps from the MTO counter.  Both wraps were loose, the people making them could use some practice.  It also took quite some time for my order to come up even though it was not very busy.  Checkout process was easy, the guy at the counter was very courteous. I also observed another employee helping an older woman use the MTO screen.  Good job.",2,3,463,86
"I have taken my son there for three haircuts and will never return. The first was a good job and his first haircut. The second not as good but was ok as he was a little active. Both times a nice blond haired, glasses, lady did the cut. The last time there I think her name was Bev, African American lady, very pleasant, but butchered my son. A month later and his hair still is uneven throughout. The bangs were crooked, had long strands of hair she missed, overall it was terrible. I called both the salon and their corporate headquarters and got no response from anyone. If you do go to this location, beware about who cuts your child's hair. I will not return as it is obvious there are no quality control standards by their lack of follow on my complaint.",0,1,759,143
"Great shop,  friendly staff,  awesome work.   Ben was my artist and he gave me a baddass tattoo....   Will def come back when  I am back in Vegas!",4,5,146,27
"Even though I didn't really find anything here, the sales people were super nice. Unlike their sister store Ann Taylor Loft. They greeted me upon arrival and didn't give me attitude when I only bought two items. It's hard to shop in this store and try things on because it didn't feel like the AC was on. They usually have a good selection but this time around I didn't find that much. Oh well. Save it for the next trip to LV.",3,4,427,82
"City Smoke kinda goes up in flames.  We showed up around 7pm on a Friday night, and our first clue should have been that the restaurant was almost empty.  However, we were hungry, so we threw caution to the wind, grabbed two bowls of peanuts, and were shown a table.  After deciding not to throw our shells on the floor, we perused the menu.  As a place that quickly establishes itself as a BBQ joint, the menu seems disjointed; oysters on the half shell and peel & eat shrimp co-mingle with sliders on the appetizer menu, and shrimp & oyster po-boys are listed above the omnivores' pork, chicken, and brisket sandwich options.  But the true blasphemy surfaced once the meal arrived.  \n\nY'all, the mac & cheese was NOT GOOD.  Grainy, tasteless, and altogether sub-par macaroni and cheese is unacceptable in a BBQ restaurant.  And the fried okra was overly salty without packing much flavor.  At the end of the day, it doesn't matter how great the meat is at a BBQ joint (and keep in mind, City Smoke's meat is nothing to write home about); if your sides aren't stellar, you might as well shut down shop.  Between the four of us, we ordered the brisket, rotisserie chicken, and pulled pork, but no one was overly complimentary of the meatsplosion on the table.  We had three sauce options: one was vineagar based, and the other two tomato-based ones tasted almost exactly the same.\n\nOur service was okay, but I think that's mostly attributed to the fact that our server only had one or two other tables to attend to.  Maybe City Smoke burned brightly at one point, but the flame has died.",0,1,1591,281
"went for a group dinner, meatballs were amazing, the other food was kinda egh, also a bit pricey, decor was nice. Probably go there again if it was for a date.",2,3,159,31
